,class,sms,cleaned_sms
2032,ham,"Yes, i'm small kid.. And boost is the secret of my energy..",ye small kid boost secret energi
2033,ham,IM GONNA MISS U SO MUCH,im gonna miss u much
2034,ham,Is avatar supposed to have subtoitles,avatar suppos subtoitl
2035,ham,Simply sitting and watching match in office..,simpli sit watch match offic
2036,ham,You can jot down things you want to remember later.,jot thing want rememb later
2037,ham,Oh sorry please its over,oh sorri pleas
2038,ham,Hey are we going for the lo lesson or gym? ,hey go lo lesson gym
2039,ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",dont pack buy store like cereal must pack food pack gari someth 9ja miss
2040,ham,You always make things bigger than they are,alway make thing bigger
2041,ham,ÌÏ dun wan to watch infernal affair?,dun wan watch infern affair
2042,ham,"Me not waking up until 4 in the afternoon, sup",wake 4 afternoon sup
2044,ham,I can send you a pic if you like :),send pic like
2045,ham,Okay... I booked all already... Including the one at bugis.,okay book alreadi includ one bugi
2046,ham,"Aight fuck it, I'll get it later",aight fuck get later
2047,ham,No de. But call me after some time. Ill tell you k,de call time ill tell k
2048,ham,So dont use hook up any how,dont use hook
2049,ham,How much is blackberry bold2 in nigeria.,much blackberri bold2 nigeria
2050,ham,Hi where you. You in home or calicut?,hi home calicut
2051,ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,hey darlin pick u colleg u tell wen 2 mt love pete xx
2052,spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",call 09094100151 use ur min call cast 10p min mob vari servic provid aom gbp5 month aom box61 m60 1er u stop age 18
2053,ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",oh thkin goin yogasana 10 den nd go 3 den rush parco 4 nb oki lor u call readi
2054,ham,Y so late but i need to go n get da laptop...,late need go n get da laptop
2055,ham,"Sir, I am waiting for your mail.",sir wait mail
2056,ham,.Please charge my mobile when you get up in morning.,pleas charg mobil get morn
2057,ham,"Nothing, i got msg frm tht unknown no..",noth got msg frm tht unknown
2058,ham,Ugh fuck it I'm resubbing to eve,ugh fuck resub eve
2059,ham,He didn't see his shadow. We get an early spring yay,see shadow get earli spring yay
2060,ham,I did. One slice and one breadstick. Lol,one slice one breadstick lol
2061,ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",hey want crave miss need love ahmad saeed al hallaq
2062,ham,Is there any training tomorrow?,train tomorrow
2063,spam,"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",urgent mobil 2 000 bonu caller prize 02 06 03 2nd attempt reach call 09066362220 asap box97n7qp 150ppm
2064,ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,pass di ur contact n see wat u get red luv wid u blue u put smile face purpl u r reali hot pink u r swt orang thnk lyk u green reali wana go wid u yelow wnt u bck black jealou u brown miss nw plz giv one color
2065,ham,Cos daddy arranging time c wat time fetch Ì_ mah...,co daddi arrang time c wat time fetch mah
2066,ham,Then. You are eldest know.,eldest know
2067,ham,Who's there say hi to our drugdealer,say hi drugdeal
2068,ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,hard believ thing like say lie think twice say anyth
2069,spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",eeri nokia tone 4u rpli tone titl 8007 eg tone dracula 8007 titl ghost addamsfa munster exorcist twilight www getz co uk pobox36504w45wq 150p
2070,spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,sexi singl wait text age follow gender wither f e g 23f gay men text age follow g e g 23g
2071,ham,Good night my dear.. Sleepwell&amp;Take care,good night dear sleepwel amp take care
2072,ham,That is wondarfull song,wondarful song
2073,spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",freemsg claim ur 250 sm messag text ok 84025 use web2mobil 2 ur mate etc join txt250 com 1 50p wk c box139 la32wu 16 remov txtx stop
2074,ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,yar lor actual quit fast co da ge slow wat haha
2075,ham,Must come later.. I normally bathe him in da afternoon mah..,must come later normal bath da afternoon mah
2076,ham,"Trust me. Even if isn't there, its there.",trust even
2077,ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,hey hun onbu goin 2 meet want 2go 4a meal donyt feel like cuz 2 get last bu home he sweet latelyxxx
2078,spam,85233 FREE>Ringtone!Reply REAL,85233 free rington repli real
2079,ham,I can take you at like noon,take like noon
2080,ham,Where is it. Is there any opening for mca.,open mca
2081,ham,I'm aight. Wat's happening on your side.,aight wat happen side
2082,ham,I'm done oredi...,done oredi
2083,ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",sweet well princess pleas tell like dislik bed
2084,ham,How are you. Wish you a great semester,wish great semest
2085,ham,Moji i love you more than words. Have a rich day,moji love word rich day
2086,ham,Dude how do you like the buff wind.,dude like buff wind
2087,ham,\alright babe,alright babe
2088,spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,well done england get offici poli rington colour flag yer mobil text tone flag 84199 opt txt eng stop box39822 w111wx 1 50
2089,ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",give everyth want need actual could better yor got money get work get man pay rent even fill fuck ga tank ye stress depress even call home thanksgiv cuz tell noth
2090,ham,S:-)kallis wont play in first two odi:-),kalli wont play first two odi
2091,ham,Then get some cash together and I'll text jason,get cash togeth text jason
2092,ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",oh love soooo good hear omg miss much today sorri problem provid thank tming
2093,spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",final chanc claim ur 150 worth discount voucher today text ye 85023 savamob member offer mobil cs savamob pobox84 m263uz 3 00 sub 16
2095,ham,"Probably, want to pick up more?",probabl want pick
2096,ham,I'm done...,done
2097,ham,Are you the cutest girl in the world or what,cutest girl world
2098,ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",dice art class 6 thru 9 thank though idea time come tomorrow
2099,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",sm servic inclus text credit pl goto www comuk net login unsubscrib stop extra charg help 08700469649 po box420 ip4 5we
2100,ham,Oh Howda gud gud.. Mathe en samachara chikku:-),oh howda gud gud math en samachara chikku
2101,ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,thk 530 lor dunno get ticket wat u
2102,ham,Audrie lousy autocorrect,audri lousi autocorrect
2103,ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,site simul test give tough question test readi
2104,ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,anyway serious hit back otherwis light armand alway shit vomit
2105,ham,I fetch yun or u fetch?,fetch yun u fetch
2106,ham,Thank you. I like you as well...,thank like well
2107,ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",hmmm imagin come home rub feet make dinner help get readi date sure readi kind life
2109,ham,Lara said she can loan me  &lt;#&gt; .,lara said loan lt gt
2110,ham,Do we have any spare power supplies,spare power suppli
2111,ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,yar quit clever aft mani guess lor got ask 2 bring thk darren will 2 go aiya thk leona still attach wat
2112,spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,winner special select receiv 1000 cash 2000 award speak live oper claim call 087123002209am 7pm cost 10p
2113,ham,"Yeah, don't go to bed, I'll be back before midnight",yeah go bed back midnight
2114,spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box 113 bray wicklow eir quiz start saturday unsub stop
2115,ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,well avail washob nob last night ask nickey platt instead
2116,ham,"It's that time of the week again, ryan",time week ryan
2117,ham,Wish u many many returns of the day.. Happy birthday vikky..,wish u mani mani return day happi birthday vikki
2118,spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",u win 100 music gift voucher everi week start txt word draw 87066 tsc www idew com skillgam 1winaweek age16 150ppermesssubscript
2119,ham,I hope you know I'm still mad at you.,hope know still mad
2120,ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",argh 3g spotti anyway thing rememb research provinc sterl problem free place look
2121,ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),xam hall boy ask girl tell start term di answer den manag lot hesit n lookin around silent said intha ponnungal ipaditan
2122,ham,Do you know when the result.,know result
2125,ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",sorri im get feel realli bad total reject kinda thing
2126,ham,You do got a shitload of diamonds though,got shitload diamond though
2127,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija
2128,ham,Well I'm going to be an aunty!,well go aunti
2129,ham,Mine here like all fr china then so noisy.,mine like fr china noisi
2130,ham,Later i guess. I needa do mcat study too.,later guess needa mcat studi
2131,ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),train manual show tech process password reset troubleshoot
2132,spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,b4u voucher w c 27 03 marsm log onto www b4utel com discount credit opt repli stop custom care call 08717168528
2133,ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",spoke uncl john today strongli feel need sacrific keep go call beg listen dont make promis make clear thing easi need pleas let us work thing long keep expect help creativ stifl pl keep happi promis part
2135,ham,"Carlos took a while (again), we leave in a minute",carlo took leav minut
2136,ham,Well done and ! luv ya all ,well done luv ya
2137,ham,Then why you came to hostel.,came hostel
2138,ham,K still are you loving me.,k still love
2139,ham,But i juz remembered i gotta bathe my dog today..,juz rememb gotta bath dog today
2140,ham,After the drug she will be able to eat.,drug abl eat
2141,ham,Alright took the morphine. Back in yo.,alright took morphin back yo
2142,ham,You see the requirements please,see requir pleas
2143,ham,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,stayin troubl stranger saw dave day sort still bloke u gona get girl mr ur mum still think get 2getha
2144,spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,freemsg hey buffi 25 love satisfi men home alon feel randi repli 2 c pix qlynnbv help08700621170150p msg send stop stop txt
2146,ham,So can collect ur laptop?,collect ur laptop
2147,ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",ok later show around 8 8 30 want cld drink wld prefer spend money nosh mind nxt wk
2148,ham,I will once i get home,get home
2149,ham,Waaaat?? Lololo ok next time then!,waaaat lololo ok next time
2150,ham,"The table's occupied, I'm waiting by the tree",tabl occupi wait tree
2151,ham,I surely dont forgot to come:)i will always be in touch in with you:-),sure dont forgot come alway touch
2152,ham,Hi kindly give us back our documents which we submitted for loan from STAPATI,hi kindli give us back document submit loan stapati
2153,ham,I dont have i shall buy one dear,dont shall buy one dear
2154,ham,Oh god i am happy to see your message after 3 days,oh god happi see messag 3 day
2155,ham,What year. And how many miles.,year mani mile
2156,ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,hey cuti goe wale kinda ok like hill shit still avent kill
2157,ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",sad stori man last week b day wife nt wish parent forgot n kid went work even colleagu wish enter cabin pa said happi b day boss felt special askd 4 lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife parent kidz friend n colleagu scream surpris wait sofa nake
2158,ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,think go honesti road call bank tomorrow tough decis make us great peopl
2159,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,free 1st week no1 nokia tone 4 ur mob everi week txt nokia 87077 get txting tell ur mate zed pobox 36504 w45wq norm150p tone 16
2160,ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,specialis work slave labor look month sha co shakara 4 beggar
2161,ham,Is she replying. Has boye changed his phone number,repli boy chang phone number
2163,ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,hi darlin im way london smash anoth driver big dent im realli miss u u xxx
2164,ham,"Nothing really, just making sure everybody's up to speed",noth realli make sure everybodi speed
2165,ham,I'm not coming home 4 dinner.,come home 4 dinner
2166,ham,"Thank you. And by the way, I just lost.",thank way lost
2167,ham,Yes.he have good crickiting mind,ye good crickit mind
2168,ham,Thx. All will be well in a few months,thx well month
2170,ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,pleas come imin town dontmatt urgoin outl8r
2171,ham,I wont. So wat's wit the guys,wont wat wit guy
2172,ham,Yavnt tried yet and never played original either,yavnt tri yet never play origin either
2173,ham,"Hiya, had a good day? Have you spoken to since the weekend?",hiya good day spoken sinc weekend
2174,ham,See? I thought it all through,see thought
2176,ham,get ready to moan and scream :),get readi moan scream
2177,ham,Oh k :)why you got job then whats up?,oh k got job what
2178,ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",think need go late school night especi one class one miss last wednesday probabl fail test friday
2179,ham,And popping &lt;#&gt; ibuprofens was no help.,pop lt gt ibuprofen help
2180,ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",babe goe day sip cappuccino think love send kiss across sea
2181,ham,Ok.,ok
2182,ham,PS U no ur a grown up now right?,ps u ur grown right
2183,ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",chinatown got porridg claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin
2184,ham,I know a few people I can hit up and fuck to the yes,know peopl hit fuck ye
2185,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,puriti friendship two smile read forward messag smile see name gud evng
2186,ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,anyth specif regard jaklin idk fuck
2187,ham,Oh god. I'm gonna Google nearby cliffs now.,oh god gonna googl nearbi cliff
2188,spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,free camera phone linerent 4 49 month 750 cross ntwk min 1 2 price txt bundl deal also avbl call 08001950382 call2optout j mf
2189,ham,Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?,yup shd haf ard 10 page add figur got mani page
2190,ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",ooh 4got gonna start belli danc moseley wed 6 30 u want 2 join cafe
2191,ham,Thankyou so much for the call. I appreciate your care.,thankyou much call appreci care
2192,ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,congrat treat pend mail 2 day mail thru respect mother home check mail
2193,ham,I called but no one pick up e phone. I ask both of them already they said ok.,call one pick e phone ask alreadi said ok
2194,ham,Hi my email address has changed now it is ,hi email address chang
2195,ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""",v aluabl ffection l oveabl e ternal n obl ruth ntimat n atur e namou happi valentin day advanc
2196,ham,"Not much, just some textin'. How bout you?",much textin bout
2197,ham,Bring it if you got it,bring got
2198,ham,I'm in a movie. Call me 4 wat?,movi call 4 wat
2199,ham,Not sure I have the stomach for it ...,sure stomach
2200,ham,Haha... can... But i'm having dinner with my cousin...,haha dinner cousin
2201,ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",boy late 2 home father power frndship
2202,ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",man carlo definit come mu tonight excus
2203,ham,soon you will have the real thing princess! Do i make you wet? :),soon real thing princess make wet
2204,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,raji pl favour pl convey birthday wish nimya pl today birthday
2205,ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",haha leg neck kill amigo hope end night burn think could swing like hour
2206,spam,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",urgent mobil 07xxxxxxxxx 2 000 bonu caller prize 02 06 03 2nd attempt reach call 09066362231 asap box97n7qp 150ppm
2207,ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,usual bodi take care buy make sure doesnt progress pl continu talk saturday
2208,spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",urgent 4 costa del sol holiday 5000 await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost 1 50 pm max10min
2209,ham,"Hmm well, night night ",hmm well night night
2210,ham,Just wanted to say holy shit you guys weren't kidding about this bud,want say holi shit guy kid bud
2211,ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",gettin bit arti collag mo well tryin 2 ne way got roast min love shall enjoy
2212,ham,"This is one of the days you have a billion classes, right?",one day billion class right
2213,ham,"Goodmorning, today i am late for 2hrs. Because of back pain.",goodmorn today late 2hr back pain
2214,ham,Ok then i'll let him noe later n ask him call u tmr...,ok let noe later n ask call u tmr
2216,ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ok walik ard u wan 2 buy anyth go ur hous
2217,ham,* Will have two more cartons off u and is very pleased with shelves,two carton u pleas shelv
2218,ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,nice talk pleas dont forget pix want see
2219,spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,guarante 1000 cash 2000 prize claim yr prize call custom servic repres 08714712379 10am 7pm cost 10p
2220,ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,realli quit funni lor wat u shd haf run shorter distanc wat
2221,ham,I notice you like looking in the shit mirror youre turning into a right freak,notic like look shit mirror your turn right freak
2222,ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,great get worri know wonder care person like best life know u r wonder god love
2223,spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",thank rington order ref number k718 mobil charg 4 50 tone arriv pleas call custom servic 09065069120
2224,ham,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",prefer free day tue wed fri oso ask workin lor
2225,ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,alrit jod how revis goin keri bin doin smidgin n e way u wanna cum colleg xx
2226,ham,If you have belive me. Come to my home.,beliv come home
2227,ham,Oh k.k..where did you take test?,oh k k take test
2228,ham,Those were my exact intentions,exact intent
2229,ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,haha money leh later got go tuition haha look empti slot drive lesson
2230,ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",hey thk juz go accordin wat discuss yest lor except kb sun co nt much lesson go attend kb sat
2231,ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",k wen ur free come home also tel vikki hav sent mail also better come even il free today aftr 6pm
2232,ham,Nothing just getting msgs by dis name wit different no's..,noth get msg di name wit differ
2234,ham,What's your room number again? Wanna make sure I'm knocking on the right door,room number wanna make sure knock right door
2235,ham,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel,si como listened2th plaid album quit gd new air1 hilari also bought braindanc comp ofstuff aphex abel
2236,ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,pl tell nelson bb longer comin money expect aint come
2237,ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",give someth drink take vomit temp might drop unmit howev let know
2238,ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,think sent text home phone cant display text still want send number
2239,ham,Every day i use to sleep after  &lt;#&gt;  so only.,everi day use sleep lt gt
2240,ham,K I'll call you when I'm close,k call close
2241,ham,U buy newspapers already?,u buy newspap alreadi
2242,ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,nope wif si lor aft bath dog bath look like go 2 rain soon
2243,ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,boo way mom make tortilla soup yummmm
2244,ham,No management puzzeles.,manag puzzel
2245,ham,How did you find out in a way that didn't include all of these details,find way includ detail
2246,spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",hi ya babe x u 4goten bout scammer get smart though regular vodafon respond get prem rate msg subscript no use also bewar
2247,spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,back 2 work 2morro half term u c 2nite 4 sexi passion b4 2 go back chat 09099726481 luv dena call 1 minmobsmorelkpobox177hp51fl
2248,ham,will you like to be spoiled? :),like spoil
2249,spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",thank rington order ref number r836 mobil charg 4 50 tone arriv pleas call custom servic 09065069154
2250,ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,get threat sale execut shifad rais complaint offici messag
2251,ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope thing went well doctor remind still need 2go u c littl thing left loung
2252,ham,Den wat will e schedule b lk on sun?,den wat e schedul b lk sun
2253,ham,Lol enjoy role playing much?,lol enjoy role play much
2254,ham,Ok. Me watching tv too.,ok watch tv
2255,ham,I just lov this line: \Hurt me with the truth,lov line hurt truth
2256,ham,"Just checked out, heading out to drop off my stuff now",check head drop stuff
2257,ham,Here got lots of hair dresser fr china.,got lot hair dresser fr china
2258,ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad stori man last week b day wife nt wish parent forgot n kid went work even colleagu wish
2259,ham,Ill call you evening ill some ideas.,ill call even ill idea
2260,spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,splashmobil choos 1000 gr8 tone wk subscrit servic weekli tone cost 300p u one credit kick back enjoy
2261,ham,Did you show him and wot did he say or could u not c him 4 dust?,show wot say could u c 4 dust
2262,ham,It should take about  &lt;#&gt;  min,take lt gt min
2263,spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,heard u4 call 4 rude chat privat line 01223585334 cum wan 2c pic gettin shag text pix 8552 2end send stop 8552 sam xxx
2266,spam,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,forward 88877 free entri 250 weekli comp send word enter 88877 18 c www textcomp com
2267,ham,Finish liao... U?,finish liao u
2268,spam,88066 FROM 88066 LOST 3POUND HELP,88066 88066 lost 3pound help
2269,ham,Haha i think i did too,haha think
2270,ham,U know we watchin at lido?,u know watchin lido
2271,ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,life spend someon lifetim may meaningless moment spent someon realli love mean life
2272,ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",haha awesom 4u coupl time come
2273,ham,Cold. Dont be sad dear,cold dont sad dear
2274,ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,think could stop like hour roommat look stock trip
2275,ham,Is that on the telly? No its Brdget Jones!,telli brdget jone
2277,ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,hello r u im bore inev thought id get bore tv tell someth excit happen anyth
2278,ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,hmm bad news hype park plaza 700 studio taken left 2 bedrm 900
2279,ham,"Sorry, I'll call later in meeting",sorri call later meet
2280,ham,R Ì_ comin back for dinner?,r comin back dinner
2281,ham,"I hav almost reached. Call, i m unable to connect u.",hav almost reach call unabl connect u
2282,ham,Whom you waited for yesterday,wait yesterday
2283,ham,I reach home safe n sound liao...,reach home safe n sound liao
2284,ham,"Velly good, yes please!",velli good ye pleas
2285,ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",hi wkend ok journey terribl wk good huge back log mark
